Date,Change
"Jun 27, 2018",-0.0077
"Jun 28, 2018",-0.0051
"Jun 29, 2018",0.011
"Jul 02, 2018",-0.0045
"Jul 03, 2018",0.0032
"Jul 04, 2018",0.0075
"Jul 05, 2018",-0.002
"Jul 06, 2018",0.0023
"Jul 09, 2018",0.0078
"Jul 10, 2018",0.0085
"Jul 11, 2018",0.0007
"Jul 12, 2018",0.0078
"Jul 13, 2018",-0.0002
"Jul 16, 2018",-0.006
"Jul 17, 2018",0.0054
"Jul 18, 2018",-0.004
"Jul 19, 2018",-0.0006
"Jul 20, 2018",0.004
"Jul 23, 2018",0.0061
"Jul 24, 2018",0.0029
"Jul 25, 2018",0.0009
"Jul 26, 2018",0.0034
"Jul 27, 2018",0.0095
"Jul 30, 2018",0.0042
"Jul 31, 2018",0.003
"Aug 01, 2018",-0.0023
"Aug 02, 2018",-0.0095
"Aug 03, 2018",0.0105
"Aug 06, 2018",0.0036
"Aug 07, 2018",-0.0007
"Aug 08, 2018",0.0059
"Aug 09, 2018",0.0036
"Aug 10, 2018",-0.0041
"Aug 13, 2018",-0.0059
"Aug 14, 2018",0.0055
"Aug 16, 2018",-0.005
"Aug 17, 2018",0.0075
"Aug 20, 2018",0.0087
"Aug 21, 2018",0.0002
"Aug 23, 2018",0.0013
"Aug 24, 2018",-0.0022
"Aug 27, 2018",0.0116
"Aug 28, 2018",0.0052
"Aug 29, 2018",-0.0045
"Aug 30, 2018",-0.0008
"Aug 31, 2018",-0.0012
"Sep 03, 2018",-0.0086
"Sep 04, 2018",-0.004
"Sep 05, 2018",-0.0037
"Sep 06, 2018",0.0059
"Sep 07, 2018",0.0038
"Sep 10, 2018",-0.0122
"Sep 11, 2018",-0.0134
"Sep 12, 2018",0.0081
"Sep 14, 2018",0.0099
"Sep 17, 2018",-0.0133
"Sep 18, 2018",-0.0078
"Sep 19, 2018",-0.0045
"Sep 21, 2018",-0.0075
"Sep 24, 2018",-0.0146
"Sep 25, 2018",0.0096
"Sep 26, 2018",-0.003
"Sep 27, 2018",-0.006
"Sep 28, 2018",-0.0027
"Oct 01, 2018",0.0083
"Oct 03, 2018",-0.0151
"Oct 04, 2018",-0.0224
"Oct 05, 2018",-0.0225
"Oct 08, 2018",0.0028
"Oct 09, 2018",-0.0051
"Oct 10, 2018",0.0135
"Oct 11, 2018",-0.0219
"Oct 12, 2018",0.0215
"Oct 15, 2018",0.0038
"Oct 16, 2018",0.0085
"Oct 17, 2018",-0.0109
"Oct 19, 2018",-0.0133
"Oct 22, 2018",-0.0053
"Oct 23, 2018",-0.0084
"Oct 24, 2018",0.0055
"Oct 25, 2018",-0.0101
"Oct 26, 2018",-0.0101
"Oct 29, 2018",0.0215
"Oct 30, 2018",-0.0052
"Oct 31, 2018",0.0163
"Nov 01, 2018",-0.0003
"Nov 02, 2018",0.0168
"Nov 05, 2018",-0.0017
"Nov 06, 2018",0.0012
"Nov 07, 2018",0.007
"Nov 09, 2018",-0.0022
"Nov 12, 2018",-0.0098
"Nov 13, 2018",0.0095
"Nov 14, 2018",-0.0001
"Nov 15, 2018",0.0034
"Nov 16, 2018",0.0056
"Nov 19, 2018",0.009
"Nov 20, 2018",-0.0084
"Nov 21, 2018",-0.0077
"Nov 22, 2018",-0.0062
"Nov 26, 2018",0.0107
"Nov 27, 2018",0.0045
"Nov 28, 2018",0.0057
"Nov 29, 2018",0.0127
"Nov 30, 2018",0.0007
"Dec 03, 2018",0.0013
"Dec 04, 2018",-0.0029
"Dec 05, 2018",-0.0069
"Dec 06, 2018",-0.0159
"Dec 07, 2018",0.0102
"Dec 10, 2018",-0.02
"Dec 11, 2018",0.0054
"Dec 12, 2018",0.0179
"Dec 13, 2018",0.0042
"Dec 14, 2018",0.0009
"Dec 17, 2018",0.0085
"Dec 18, 2018",0.0021
"Dec 19, 2018",0.0038
"Dec 20, 2018",-0.0014
"Dec 21, 2018",-0.0189
"Dec 24, 2018",-0.0076
"Dec 26, 2018",0.0051
"Dec 27, 2018",0.0044
"Dec 28, 2018",0.0075
"Dec 31, 2018",-0.0002
